<DATETIME>,<LAST>
20180103 105000,131.220000000
20180103 105000,131.220000000
20180103 105000,131.220000000
20180103 105000,131.220000000
20180103 105000,131.210000000
20180103 105000,131.210000000
20180103 105000,131.210000000
20180103 105000,131.200000000
20180103 105000,131.200000000
20180103 105003,131.240000000
20180103 105004,131.270000000
20180103 105021,131.270000000
20180103 105021,131.280000000
20180103 105022,131.280000000
20180103 105022,131.280000000
20180103 105022,131.290000000
20180103 105022,131.290000000
20180103 105022,131.290000000
20180103 105022,131.290000000
20180103 105022,131.300000000
20180103 105022,131.310000000
20180103 105022,131.320000000
20180103 105022,131.340000000
20180103 105022,131.340000000
20180103 105023,131.340000000
20180103 105027,131.300000000
20180103 105037,131.270000000
20180103 105037,131.270000000
20180103 105037,131.270000000
20180103 105037,131.320000000
20180103 105039,131.280000000
20180103 105056,131.280000000
20180103 105056,131.280000000
20180103 105109,131.310000000
20180103 105109,131.310000000
20180103 105111,131.330000000
20180103 105111,131.330000000
20180103 105125,131.340000000
20180103 105125,131.340000000
20180103 105125,131.340000000
20180103 105125,131.340000000
20180103 105135,131.340000000
20180103 105135,131.340000000
20180103 105135,131.340000000
20180103 105135,131.340000000
20180103 105135,131.340000000
20180103 105135,131.350000000
20180103 105135,131.350000000
20180103 105135,131.350000000
20180103 105135,131.370000000
20180103 105135,131.370000000
20180103 105136,131.370000000
20180103 105154,131.370000000
20180103 105154,131.370000000
20180103 105154,131.380000000
20180103 105154,131.390000000
20180103 105154,131.400000000
20180103 105154,131.400000000
20180103 105154,131.400000000
20180103 105154,131.400000000
20180103 105154,131.410000000
20180103 105154,131.410000000
20180103 105154,131.420000000
20180103 105154,131.420000000
20180103 105154,131.420000000
20180103 105155,131.420000000
20180103 105157,131.420000000
20180103 105201,131.380000000
20180103 105205,131.390000000
20180103 105205,131.390000000
20180103 105205,131.390000000
20180103 105206,131.410000000
20180103 105230,131.410000000
20180103 105230,131.410000000
20180103 105230,131.410000000
20180103 105230,131.410000000
20180103 105230,131.410000000
20180103 105230,131.410000000
20180103 105230,131.410000000
20180103 105230,131.410000000
20180103 105231,131.410000000
20180103 105236,131.410000000
20180103 105238,131.410000000
20180103 105238,131.410000000
20180103 105238,131.410000000
20180103 105238,131.410000000
20180103 105238,131.410000000
20180103 105238,131.410000000
20180103 105238,131.410000000
20180103 105240,131.410000000
20180103 105240,131.410000000
20180103 105243,131.410000000
20180103 105252,131.390000000
20180103 105252,131.400000000
20180103 105252,131.410000000
20180103 105252,131.410000000
20180103 105253,131.350000000
20180103 105253,131.350000000
20180103 105253,131.350000000
20180103 105253,131.350000000
20180103 105253,131.350000000
20180103 105258,131.390000000
20180103 105326,131.390000000
20180103 105326,131.390000000
20180103 105336,131.410000000
20180103 105338,131.420000000
20180103 105340,131.370000000
20180103 105340,131.370000000
20180103 105340,131.370000000
20180103 105341,131.420000000
20180103 105341,131.420000000
20180103 105341,131.420000000
20180103 105341,131.420000000
20180103 105341,131.430000000
20180103 105341,131.430000000
20180103 105341,131.430000000
20180103 105341,131.430000000
20180103 105341,131.430000000
20180103 105341,131.430000000
20180103 105341,131.440000000
20180103 105343,131.410000000
20180103 105343,131.410000000
20180103 105343,131.400000000
20180103 105343,131.390000000
20180103 105407,131.440000000
20180103 105418,131.440000000
20180103 105430,131.430000000
20180103 105430,131.410000000
20180103 105430,131.400000000
20180103 105430,131.390000000
20180103 105430,131.390000000
20180103 105430,131.440000000
20180103 105452,131.390000000
20180103 105452,131.400000000
20180103 105452,131.410000000
20180103 105553,131.360000000
20180103 105603,131.380000000
20180103 105613,131.360000000
20180103 105613,131.350000000
20180103 105613,131.340000000
20180103 105613,131.330000000
20180103 105613,131.320000000
20180103 105613,131.320000000
20180103 105613,131.310000000
20180103 105613,131.310000000
20180103 105615,131.340000000
20180103 105615,131.350000000
20180103 105615,131.360000000
20180103 105615,131.360000000
20180103 105632,131.310000000
20180103 105632,131.310000000
20180103 105632,131.300000000
20180103 105658,131.310000000
20180103 105709,131.300000000
20180103 105709,131.300000000
20180103 105709,131.300000000
20180103 105709,131.300000000
20180103 105709,131.300000000
20180103 105710,131.300000000
20180103 105710,131.290000000
20180103 105710,131.290000000
20180103 105723,131.290000000
20180103 105733,131.280000000
20180103 105746,131.270000000
20180103 105804,131.290000000
20180103 105806,131.260000000
20180103 105806,131.230000000
20180103 105806,131.230000000
20180103 105806,131.220000000
20180103 105806,131.210000000
20180103 105806,131.210000000
20180103 105806,131.200000000
20180103 105806,131.200000000
20180103 105806,131.220000000
20180103 105806,131.210000000
20180103 105806,131.200000000
20180103 105806,131.200000000
20180103 105825,131.300000000
20180103 105834,131.300000000
20180103 105838,131.300000000
20180103 105858,131.320000000
20180103 105858,131.320000000
20180103 105858,131.330000000
20180103 105858,131.340000000
20180103 105858,131.340000000
20180103 105858,131.340000000
20180103 105858,131.340000000
20180103 105858,131.350000000
20180103 105858,131.350000000
20180103 105858,131.360000000
20180103 105858,131.360000000
20180103 105858,131.360000000
20180103 105858,131.370000000
20180103 105858,131.370000000
20180103 105858,131.380000000
20180103 105858,131.380000000
20180103 105858,131.380000000
20180103 105858,131.390000000
20180103 105858,131.390000000
20180103 105858,131.390000000
20180103 105917,131.350000000
20180103 105921,131.350000000
20180103 105921,131.370000000
20180103 105921,131.380000000
20180103 105921,131.380000000
20180103 105927,131.380000000
20180103 105928,131.380000000
20180103 105928,131.390000000
20180103 105928,131.390000000
20180103 105928,131.390000000
20180103 105944,131.400000000
20180103 105954,131.400000000
20180103 105958,131.400000000
20180103 105958,131.400000000
20180103 105958,131.400000000
20180103 110000,131.350000000
20180103 110010,131.370000000
20180103 110017,131.350000000
20180103 110017,131.380000000
20180103 110017,131.390000000
20180103 110017,131.390000000
20180103 110020,131.400000000
20180103 110020,131.400000000
20180103 110020,131.400000000
20180103 110024,131.370000000
20180103 110026,131.360000000
20180103 110026,131.360000000
20180103 110026,131.360000000
20180103 110026,131.360000000
20180103 110026,131.360000000
20180103 110026,131.360000000
20180103 110026,131.360000000
20180103 110026,131.360000000
20180103 110026,131.340000000
20180103 110026,131.330000000
20180103 110026,131.320000000
20180103 110026,131.300000000
20180103 110026,131.300000000
20180103 110026,131.300000000
20180103 110026,131.370000000
20180103 110026,131.370000000
20180103 110026,131.350000000
20180103 110026,131.370000000
20180103 110039,131.370000000
20180103 110039,131.380000000
20180103 110039,131.380000000
20180103 110039,131.400000000
20180103 110039,131.400000000
20180103 110055,131.360000000
20180103 110103,131.350000000
20180103 110103,131.350000000
20180103 110104,131.350000000
20180103 110110,131.300000000
20180103 110117,131.310000000
20180103 110121,131.360000000
20180103 110121,131.360000000
20180103 110127,131.330000000
20180103 110127,131.330000000
20180103 110157,131.350000000
20180103 110157,131.350000000
20180103 110157,131.350000000
20180103 110157,131.350000000
20180103 110157,131.350000000
20180103 110157,131.350000000
20180103 110157,131.350000000
20180103 110157,131.350000000
20180103 110157,131.390000000
20180103 110158,131.350000000
20180103 110205,131.320000000
20180103 110213,131.350000000
20180103 110217,131.350000000
20180103 110220,131.380000000
20180103 110224,131.360000000
20180103 110226,131.380000000
20180103 110226,131.380000000
20180103 110228,131.400000000
20180103 110228,131.400000000
20180103 110228,131.400000000
20180103 110228,131.400000000
20180103 110229,131.400000000
20180103 110229,131.400000000
20180103 110229,131.360000000
20180103 110232,131.330000000
20180103 110232,131.310000000
20180103 110232,131.300000000
20180103 110244,131.360000000
20180103 110244,131.360000000
20180103 110244,131.360000000
20180103 110300,131.330000000
20180103 110300,131.320000000
20180103 110301,131.320000000
20180103 110335,131.320000000
20180103 110335,131.310000000
20180103 110353,131.300000000
20180103 110423,131.300000000
20180103 110423,131.300000000
20180103 110423,131.300000000
20180103 110425,131.300000000
20180103 110428,131.300000000
20180103 110428,131.300000000
20180103 110430,131.310000000
20180103 110430,131.310000000
20180103 110430,131.300000000
20180103 110437,131.300000000
20180103 110437,131.300000000
20180103 110437,131.300000000
20180103 110437,131.300000000
20180103 110437,131.290000000
20180103 110437,131.280000000
20180103 110437,131.280000000
20180103 110437,131.280000000
20180103 110437,131.280000000
20180103 110437,131.270000000
20180103 110437,131.270000000
20180103 110437,131.270000000
20180103 110437,131.270000000
20180103 110437,131.270000000
20180103 110437,131.270000000
20180103 110437,131.270000000
20180103 110437,131.270000000
20180103 110437,131.270000000
20180103 110442,131.290000000
20180103 110443,131.280000000
20180103 110443,131.270000000
20180103 110451,131.270000000
20180103 110453,131.270000000
20180103 110457,131.300000000
20180103 110457,131.300000000
20180103 110503,131.290000000
20180103 110505,131.320000000
20180103 110505,131.320000000
20180103 110505,131.320000000
20180103 110505,131.320000000
20180103 110505,131.280000000
20180103 110507,131.280000000
20180103 110508,131.330000000
20180103 110509,131.290000000
20180103 110511,131.280000000
20180103 110516,131.280000000
20180103 110516,131.280000000
20180103 110518,131.270000000
20180103 110537,131.300000000
20180103 110541,131.270000000
20180103 110541,131.270000000
20180103 110558,131.270000000
20180103 110558,131.290000000
20180103 110558,131.300000000
20180103 110602,131.320000000
20180103 110602,131.320000000
20180103 110602,131.320000000
20180103 110602,131.320000000
20180103 110602,131.320000000
20180103 110603,131.330000000
20180103 110603,131.340000000
20180103 110603,131.340000000
20180103 110603,131.350000000
20180103 110603,131.350000000
20180103 110603,131.360000000
20180103 110603,131.360000000
20180103 110603,131.380000000
20180103 110603,131.390000000
20180103 110603,131.390000000
20180103 110603,131.390000000
20180103 110603,131.390000000
20180103 110603,131.390000000
20180103 110603,131.390000000
20180103 110603,131.390000000
20180103 110603,131.390000000
20180103 110603,131.390000000
20180103 110603,131.390000000
20180103 110603,131.390000000
20180103 110603,131.390000000
20180103 110603,131.390000000
20180103 110603,131.400000000
20180103 110603,131.400000000
20180103 110603,131.400000000
20180103 110603,131.400000000
20180103 110603,131.400000000
20180103 110603,131.400000000
20180103 110603,131.400000000
20180103 110605,131.410000000
20180103 110605,131.410000000
20180103 110605,131.410000000
20180103 110605,131.410000000
20180103 110605,131.410000000
20180103 110606,131.400000000
20180103 110606,131.410000000
20180103 110606,131.410000000
20180103 110606,131.410000000
20180103 110606,131.410000000
20180103 110606,131.410000000
20180103 110606,131.410000000
20180103 110606,131.410000000
20180103 110606,131.410000000
20180103 110606,131.410000000
20180103 110606,131.420000000
20180103 110606,131.430000000
20180103 110606,131.430000000
20180103 110606,131.430000000
20180103 110606,131.440000000
20180103 110612,131.430000000
20180103 110612,131.440000000
20180103 110612,131.440000000
20180103 110612,131.440000000
20180103 110612,131.440000000
20180103 110612,131.440000000
20180103 110622,131.400000000
20180103 110622,131.410000000
20180103 110622,131.410000000
20180103 110622,131.420000000
20180103 110622,131.420000000
20180103 110622,131.430000000
20180103 110631,131.400000000
20180103 110631,131.420000000
20180103 110631,131.420000000
20180103 110637,131.360000000
20180103 110638,131.360000000
20180103 110638,131.340000000
20180103 110638,131.340000000
20180103 110638,131.330000000
20180103 110638,131.320000000
20180103 110638,131.320000000
20180103 110638,131.300000000
20180103 110640,131.330000000
20180103 110640,131.330000000
20180103 110640,131.320000000
20180103 110640,131.320000000
20180103 110640,131.320000000
20180103 110640,131.310000000
20180103 110640,131.310000000
20180103 110640,131.300000000
20180103 110640,131.300000000
20180103 110640,131.300000000
20180103 110640,131.300000000
20180103 110640,131.300000000
20180103 110640,131.300000000
20180103 110640,131.300000000
20180103 110640,131.300000000
20180103 110640,131.300000000
20180103 110640,131.300000000
20180103 110642,131.390000000
20180103 110642,131.390000000
20180103 110643,131.400000000
20180103 110643,131.410000000
20180103 110643,131.410000000
20180103 110643,131.420000000
20180103 110717,131.380000000
20180103 110719,131.340000000
20180103 110719,131.320000000
20180103 110719,131.320000000
20180103 110719,131.320000000
20180103 110719,131.300000000
20180103 110719,131.300000000
20180103 110719,131.290000000
20180103 110719,131.290000000
20180103 110719,131.270000000
20180103 110719,131.280000000
20180103 110719,131.280000000
20180103 110719,131.270000000
20180103 110719,131.270000000
20180103 110719,131.270000000
20180103 110719,131.270000000
20180103 110719,131.270000000
20180103 110719,131.260000000
20180103 110719,131.250000000
20180103 110719,131.250000000
20180103 110719,131.250000000
20180103 110719,131.250000000
20180103 110719,131.230000000
20180103 110719,131.220000000
20180103 110719,131.210000000
20180103 110719,131.200000000
20180103 110719,131.200000000
20180103 110719,131.200000000
20180103 110719,131.220000000
20180103 110719,131.210000000
20180103 110719,131.210000000
20180103 110719,131.200000000
20180103 110719,131.200000000
20180103 110719,131.200000000
20180103 110720,131.280000000
20180103 110722,131.300000000
20180103 110722,131.300000000
20180103 110722,131.300000000
20180103 110722,131.290000000
20180103 110722,131.350000000
20180103 110722,131.350000000
20180103 110722,131.350000000
20180103 110722,131.360000000
20180103 110722,131.370000000
20180103 110722,131.370000000
20180103 110722,131.380000000
20180103 110741,131.320000000
20180103 110741,131.320000000
20180103 110741,131.320000000
20180103 110751,131.360000000
20180103 110811,131.310000000
20180103 110811,131.310000000
20180103 110814,131.310000000
20180103 110814,131.310000000
20180103 110814,131.300000000
20180103 110822,131.280000000
20180103 110833,131.340000000
20180103 110833,131.330000000
20180103 110833,131.330000000
20180103 110844,131.360000000
20180103 110846,131.360000000
20180103 110846,131.370000000
20180103 110846,131.370000000
20180103 110846,131.390000000
20180103 110846,131.390000000
20180103 110850,131.360000000
20180103 110853,131.360000000
20180103 110853,131.360000000
20180103 110853,131.360000000
20180103 110853,131.360000000
20180103 110853,131.360000000
20180103 110853,131.370000000
20180103 110853,131.370000000
20180103 110853,131.380000000
20180103 110900,131.400000000
20180103 110900,131.410000000
20180103 110900,131.410000000
20180103 110900,131.410000000
20180103 110900,131.410000000
20180103 110904,131.420000000
20180103 110904,131.420000000
20180103 110912,131.420000000
20180103 110915,131.420000000
20180103 110915,131.420000000
20180103 110936,131.400000000
20180103 110951,131.400000000
20180103 110951,131.400000000
20180103 110951,131.410000000
20180103 110951,131.420000000
20180103 110951,131.420000000
20180103 110951,131.420000000
20180103 110951,131.430000000
20180103 110951,131.430000000
20180103 110951,131.440000000
20180103 110951,131.440000000
20180103 110951,131.440000000
20180103 110951,131.440000000
20180103 110951,131.450000000
20180103 110951,131.450000000
20180103 110951,131.450000000
20180103 110951,131.450000000
20180103 110951,131.450000000
20180103 110951,131.460000000
20180103 110951,131.470000000
20180103 110951,131.470000000
20180103 110951,131.470000000
20180103 110951,131.470000000
20180103 110951,131.470000000
20180103 110951,131.470000000
20180103 110951,131.470000000
20180103 110951,131.470000000
20180103 110951,131.480000000
20180103 110951,131.480000000
20180103 110951,131.480000000
20180103 110951,131.480000000
20180103 110951,131.480000000
20180103 110951,131.490000000
20180103 110951,131.490000000
20180103 110951,131.490000000
20180103 110951,131.490000000
20180103 110951,131.490000000
20180103 110951,131.490000000
20180103 110951,131.490000000
20180103 110951,131.490000000
20180103 110951,131.490000000
20180103 110951,131.490000000
20180103 110951,131.490000000
20180103 110951,131.490000000
20180103 110951,131.490000000
20180103 110951,131.490000000
20180103 110951,131.490000000
20180103 110951,131.500000000
20180103 110951,131.500000000
20180103 110951,131.500000000
20180103 110951,131.410000000
20180103 110951,131.410000000
20180103 110951,131.410000000
20180103 110951,131.480000000
20180103 110951,131.500000000
20180103 110951,131.500000000
20180103 110953,131.500000000
20180103 110955,131.490000000
20180103 110955,131.500000000
20180103 110959,131.500000000
20180103 111000,131.460000000
20180103 111000,131.460000000
20180103 111002,131.500000000
20180103 111007,131.500000000
20180103 111019,131.450000000
20180103 111024,131.450000000
20180103 111024,131.450000000
20180103 111026,131.490000000
20180103 111026,131.490000000
20180103 111026,131.490000000
20180103 111027,131.490000000
20180103 111027,131.490000000
20180103 111027,131.490000000
20180103 111027,131.500000000
20180103 111039,131.500000000
20180103 111039,131.500000000
20180103 111039,131.500000000
20180103 111039,131.500000000
20180103 111039,131.500000000
20180103 111039,131.500000000
20180103 111039,131.500000000
20180103 111039,131.500000000
20180103 111039,131.500000000
20180103 111039,131.510000000
20180103 111039,131.510000000
20180103 111039,131.520000000
20180103 111039,131.530000000
20180103 111039,131.540000000
20180103 111039,131.540000000
20180103 111039,131.550000000
20180103 111039,131.550000000
20180103 111039,131.550000000
20180103 111039,131.540000000
20180103 111040,131.560000000
20180103 111040,131.570000000
20180103 111043,131.570000000
20180103 111043,131.570000000
20180103 111043,131.570000000
20180103 111043,131.580000000
20180103 111043,131.580000000
20180103 111043,131.580000000
20180103 111043,131.580000000
20180103 111043,131.580000000
20180103 111043,131.590000000
20180103 111043,131.590000000
20180103 111043,131.590000000
20180103 111043,131.590000000
20180103 111043,131.590000000
20180103 111043,131.590000000
20180103 111043,131.590000000
20180103 111043,131.600000000
20180103 111043,131.600000000
20180103 111043,131.600000000
20180103 111043,131.600000000
20180103 111043,131.600000000
20180103 111043,131.600000000
20180103 111043,131.610000000
20180103 111048,131.590000000
20180103 111048,131.600000000
20180103 111048,131.600000000
20180103 111048,131.600000000
20180103 111052,131.600000000
20180103 111052,131.600000000
20180103 111052,131.600000000
20180103 111052,131.620000000
20180103 111052,131.620000000
20180103 111052,131.620000000
20180103 111052,131.620000000
20180103 111052,131.620000000
20180103 111052,131.630000000
20180103 111052,131.640000000
20180103 111052,131.650000000
20180103 111052,131.650000000
20180103 111052,131.650000000
20180103 111052,131.650000000
20180103 111052,131.660000000
20180103 111052,131.670000000
20180103 111052,131.670000000
20180103 111052,131.670000000
20180103 111052,131.680000000
20180103 111052,131.680000000
20180103 111053,131.590000000
20180103 111053,131.580000000
20180103 111053,131.600000000
20180103 111053,131.600000000
20180103 111053,131.610000000
20180103 111053,131.600000000
20180103 111053,131.590000000
20180103 111053,131.590000000
20180103 111053,131.580000000
20180103 111053,131.580000000
20180103 111053,131.580000000
20180103 111055,131.660000000
20180103 111055,131.660000000
20180103 111055,131.670000000
20180103 111055,131.600000000
20180103 111055,131.600000000
20180103 111055,131.600000000
20180103 111057,131.600000000
20180103 111057,131.600000000
20180103 111057,131.600000000
20180103 111057,131.600000000
20180103 111057,131.570000000
20180103 111058,131.570000000
20180103 111058,131.600000000
20180103 111101,131.630000000
20180103 111102,131.610000000
20180103 111102,131.570000000
20180103 111102,131.570000000
20180103 111102,131.570000000
20180103 111102,131.550000000
20180103 111102,131.560000000
20180103 111102,131.550000000
20180103 111102,131.540000000
20180103 111102,131.530000000
20180103 111102,131.550000000
20180103 111102,131.530000000
20180103 111102,131.520000000
20180103 111102,131.500000000
20180103 111102,131.490000000
20180103 111102,131.490000000
20180103 111105,131.580000000
20180103 111105,131.590000000
20180103 111105,131.600000000
20180103 111105,131.610000000
20180103 111106,131.590000000
20180103 111106,131.630000000
20180103 111107,131.620000000
20180103 111107,131.620000000
20180103 111107,131.630000000
20180103 111107,131.640000000
20180103 111112,131.630000000
20180103 111112,131.640000000
20180103 111112,131.650000000
20180103 111112,131.650000000
20180103 111112,131.660000000
20180103 111112,131.690000000
20180103 111112,131.690000000
20180103 111112,131.690000000
20180103 111112,131.690000000
20180103 111112,131.690000000
20180103 111112,131.690000000
20180103 111112,131.690000000
20180103 111112,131.690000000
20180103 111112,131.690000000
20180103 111112,131.700000000
20180103 111112,131.700000000
20180103 111112,131.700000000
20180103 111112,131.700000000
20180103 111112,131.630000000
20180103 111112,131.620000000
20180103 111112,131.610000000
20180103 111113,131.630000000
20180103 111113,131.620000000
20180103 111113,131.640000000
20180103 111113,131.630000000
20180103 111113,131.630000000
20180103 111113,131.620000000
20180103 111113,131.630000000
20180103 111113,131.630000000
20180103 111113,131.620000000
20180103 111113,131.620000000
20180103 111113,131.620000000
20180103 111113,131.600000000
20180103 111113,131.600000000
20180103 111113,131.580000000
20180103 111114,131.630000000
20180103 111114,131.640000000
20180103 111115,131.640000000
20180103 111116,131.640000000
20180103 111117,131.640000000
20180103 111117,131.660000000
20180103 111117,131.640000000
20180103 111117,131.630000000
20180103 111117,131.620000000
20180103 111117,131.620000000
20180103 111117,131.620000000
20180103 111119,131.690000000
20180103 111119,131.690000000
20180103 111120,131.690000000
20180103 111120,131.690000000
20180103 111120,131.690000000
20180103 111120,131.700000000
20180103 111120,131.630000000
20180103 111120,131.620000000
20180103 111120,131.610000000
20180103 111120,131.620000000
20180103 111120,131.580000000
20180103 111120,131.580000000
20180103 111120,131.570000000
20180103 111126,131.570000000
20180103 111126,131.570000000
20180103 111129,131.610000000
20180103 111129,131.610000000
20180103 111129,131.620000000
20180103 111129,131.620000000
20180103 111129,131.620000000
20180103 111132,131.630000000
20180103 111132,131.630000000
20180103 111132,131.640000000
20180103 111132,131.650000000
20180103 111133,131.590000000
20180103 111140,131.660000000
20180103 111140,131.670000000
20180103 111141,131.650000000
20180103 111141,131.660000000
20180103 111152,131.570000000
20180103 111152,131.570000000
20180103 111155,131.570000000
20180103 111155,131.570000000
20180103 111158,131.630000000
20180103 111217,131.630000000
20180103 111217,131.630000000
20180103 111217,131.630000000
20180103 111218,131.600000000
20180103 111220,131.630000000
20180103 111222,131.630000000
20180103 111222,131.640000000
20180103 111233,131.600000000
20180103 111235,131.600000000
20180103 111237,131.630000000
20180103 111237,131.650000000
20180103 111237,131.660000000
20180103 111237,131.660000000
20180103 111237,131.660000000
20180103 111237,131.670000000
20180103 111237,131.670000000
20180103 111237,131.680000000
20180103 111237,131.680000000
20180103 111237,131.690000000
20180103 111237,131.690000000
20180103 111237,131.690000000
20180103 111239,131.670000000
20180103 111239,131.680000000
20180103 111239,131.680000000
20180103 111239,131.690000000
20180103 111242,131.630000000
20180103 111244,131.630000000
20180103 111244,131.630000000
20180103 111244,131.630000000
20180103 111244,131.630000000
20180103 111244,131.610000000
20180103 111244,131.610000000
20180103 111246,131.600000000
20180103 111246,131.600000000
20180103 111246,131.590000000
20180103 111246,131.580000000
20180103 111246,131.580000000
20180103 111247,131.630000000
20180103 111247,131.640000000
20180103 111247,131.640000000
20180103 111247,131.650000000
20180103 111247,131.670000000
20180103 111247,131.660000000
20180103 111247,131.660000000
20180103 111247,131.680000000
20180103 111247,131.660000000
20180103 111247,131.660000000
20180103 111253,131.690000000
20180103 111253,131.690000000
20180103 111253,131.690000000
20180103 111253,131.700000000
20180103 111258,131.680000000
20180103 111258,131.700000000
20180103 111258,131.700000000
20180103 111258,131.700000000
20180103 111258,131.700000000
20180103 111258,131.700000000
20180103 111258,131.700000000
20180103 111258,131.700000000
20180103 111258,131.700000000
20180103 111258,131.700000000
20180103 111258,131.700000000
20180103 111258,131.700000000
20180103 111258,131.700000000
20180103 111258,131.710000000
20180103 111258,131.710000000
20180103 111258,131.710000000
20180103 111259,131.720000000
20180103 111259,131.720000000
20180103 111259,131.720000000
20180103 111259,131.720000000
20180103 111259,131.720000000
20180103 111259,131.730000000
20180103 111259,131.730000000
20180103 111259,131.730000000
20180103 111259,131.740000000
20180103 111259,131.740000000
20180103 111259,131.740000000
20180103 111259,131.750000000
20180103 111259,131.750000000
20180103 111259,131.750000000
20180103 111259,131.750000000
20180103 111259,131.750000000
20180103 111259,131.750000000
20180103 111259,131.750000000
20180103 111259,131.750000000
20180103 111259,131.750000000
20180103 111259,131.750000000
20180103 111300,131.770000000
20180103 111300,131.770000000
20180103 111300,131.770000000
20180103 111300,131.770000000
20180103 111300,131.770000000
20180103 111300,131.770000000
20180103 111300,131.780000000
20180103 111300,131.780000000
20180103 111300,131.780000000
20180103 111300,131.780000000
20180103 111300,131.780000000
20180103 111300,131.790000000
20180103 111300,131.790000000
20180103 111300,131.790000000
20180103 111300,131.790000000
20180103 111300,131.790000000
20180103 111300,131.790000000
20180103 111300,131.790000000
20180103 111300,131.790000000
20180103 111300,131.790000000
20180103 111300,131.790000000
20180103 111301,131.770000000
20180103 111302,131.790000000
20180103 111302,131.790000000
20180103 111303,131.790000000
20180103 111303,131.790000000
20180103 111304,131.790000000
20180103 111312,131.750000000
20180103 111315,131.750000000
20180103 111315,131.800000000
20180103 111315,131.800000000
20180103 111315,131.800000000
20180103 111315,131.800000000
20180103 111316,131.800000000
20180103 111316,131.800000000
20180103 111316,131.800000000
20180103 111316,131.800000000
20180103 111316,131.800000000
20180103 111316,131.800000000
20180103 111316,131.800000000
20180103 111316,131.800000000
20180103 111316,131.800000000
20180103 111320,131.800000000
20180103 111322,131.800000000
20180103 111340,131.760000000
20180103 111340,131.760000000
20180103 111340,131.760000000
20180103 111340,131.770000000
20180103 111340,131.750000000
20180103 111340,131.750000000
20180103 111340,131.750000000
20180103 111340,131.750000000
20180103 111356,131.750000000
20180103 111400,131.780000000
20180103 111400,131.790000000
20180103 111400,131.790000000
20180103 111400,131.800000000
20180103 111400,131.800000000
20180103 111400,131.800000000
20180103 111400,131.800000000
20180103 111400,131.800000000
20180103 111400,131.800000000
20180103 111400,131.800000000
20180103 111400,131.800000000
20180103 111400,131.800000000
20180103 111400,131.800000000
20180103 111400,131.800000000
20180103 111403,131.750000000
20180103 111410,131.800000000
20180103 111410,131.800000000
20180103 111410,131.810000000
20180103 111410,131.810000000
20180103 111410,131.810000000
20180103 111410,131.810000000
20180103 111410,131.810000000
20180103 111410,131.820000000
20180103 111410,131.820000000
20180103 111410,131.820000000
20180103 111410,131.820000000
20180103 111410,131.820000000
20180103 111410,131.830000000
20180103 111410,131.830000000
20180103 111410,131.830000000
20180103 111410,131.830000000
20180103 111410,131.830000000
20180103 111410,131.840000000
20180103 111410,131.840000000
20180103 111410,131.840000000
20180103 111410,131.850000000
20180103 111410,131.850000000
20180103 111410,131.850000000
20180103 111410,131.850000000
20180103 111410,131.850000000
20180103 111410,131.850000000
20180103 111410,131.850000000
20180103 111410,131.850000000
20180103 111410,131.850000000
20180103 111410,131.860000000
20180103 111410,131.860000000
20180103 111410,131.860000000
20180103 111410,131.860000000
20180103 111410,131.860000000
20180103 111410,131.860000000
20180103 111410,131.870000000
20180103 111410,131.870000000
20180103 111410,131.870000000
20180103 111410,131.760000000
20180103 111410,131.830000000
20180103 111410,131.790000000
20180103 111410,131.770000000
20180103 111410,131.760000000
20180103 111410,131.780000000
20180103 111410,131.840000000
20180103 111410,131.840000000
20180103 111410,131.840000000
20180103 111410,131.790000000
20180103 111410,131.780000000
20180103 111410,131.780000000
20180103 111410,131.770000000
20180103 111410,131.770000000
20180103 111410,131.760000000
20180103 111410,131.760000000
20180103 111410,131.760000000
20180103 111410,131.750000000
20180103 111410,131.750000000
20180103 111410,131.750000000
20180103 111410,131.750000000
20180103 111410,131.750000000
20180103 111410,131.740000000
20180103 111410,131.740000000
20180103 111412,131.790000000
20180103 111412,131.800000000
20180103 111414,131.800000000
20180103 111414,131.810000000
20180103 111418,131.750000000
20180103 111419,131.750000000
20180103 111419,131.750000000
20180103 111419,131.750000000
20180103 111419,131.730000000
20180103 111419,131.730000000
20180103 111419,131.720000000
20180103 111419,131.710000000
20180103 111419,131.710000000
20180103 111419,131.710000000
20180103 111419,131.710000000
20180103 111419,131.710000000
20180103 111419,131.700000000
20180103 111419,131.700000000
20180103 111419,131.690000000
20180103 111419,131.690000000
20180103 111419,131.690000000
20180103 111419,131.680000000
20180103 111419,131.670000000
20180103 111419,131.660000000
20180103 111419,131.650000000
20180103 111419,131.650000000
20180103 111419,131.640000000
20180103 111419,131.640000000
20180103 111419,131.690000000
20180103 111419,131.630000000
20180103 111419,131.620000000
20180103 111419,131.680000000
20180103 111419,131.660000000
20180103 111419,131.630000000
20180103 111419,131.620000000
20180103 111419,131.610000000
20180103 111419,131.600000000
20180103 111419,131.590000000
20180103 111419,131.580000000
20180103 111419,131.580000000
20180103 111419,131.570000000
20180103 111419,131.570000000
20180103 111419,131.660000000
20180103 111419,131.650000000
20180103 111419,131.590000000
20180103 111419,131.570000000
20180103 111419,131.570000000
20180103 111419,131.560000000
20180103 111419,131.670000000
20180103 111419,131.640000000
20180103 111419,131.550000000
20180103 111419,131.550000000
20180103 111420,131.570000000
20180103 111420,131.570000000
20180103 111422,131.570000000
20180103 111422,131.570000000
